Read_ID	Read_Length	Aligned_contig	Align_Length	Identity	match	mismatch	insertions	deletions	softclip	hardclip	intron_skip
dc1d8ab2-4d25-474e-a0b3-dcb40062b793	4740	chr2	4741	0.980720871751886	4680	29	31	32	0	0	45317
0f7d9a53-6059-45c0-b51c-a4af64a482db	178	chr2	129	0.9772727272727273	129	0	3	0	46	0	0
6eabb215-0e35-4544-979b-69821420c05b	291	chr2	249	0.9799196787148594	244	1	0	4	46	0	0
819cf689-5661-403e-b63d-70162c450094	2774	chr2	2766	0.9888449082403742	2748	13	13	5	0	0	0
04d17536-5218-4e45-bffd-c31959688e22	2309	chr2	2256	0.9938053097345133	2246	6	4	4	53	0	0
ab94557e-75eb-4f35-b137-962fad6dc4c7	1637	chr2	1593	0.993103448275862	1584	4	2	5	47	0	0
99942872-a140-4947-a068-0c2372161f06	1314	chr2	1306	0.983206106870229	1288	8	4	10	14	0	0
337af62d-3240-454b-9cbc-7cedcc333de7	602	chr2	548	0.9981751824817519	547	1	0	0	54	0	0
d7f0f600-078c-4a71-94a8-901ef4b25df7	468	chr2	456	0.9912280701754386	452	2	0	2	14	0	0
e89eddcf-5b33-4e7f-aca1-77d194d02be8	1063	chr2	995	0.9578844270323212	978	7	26	10	52	0	0
6b077c96-6ca8-41ad-8040-1af775970d93	326	chr2	285	0.9824561403508771	280	5	0	0	41	0	0
fce83c4a-b04c-4f86-b15e-c5b435c364ca	368	chr2	326	0.9786585365853658	321	3	2	2	42	0	0
de27c4ad-1ed9-4238-9546-089435fff784	3943	chr2	3969	0.9819004524886877	3906	28	9	35	0	0	29827
5dfa318b-a3db-4177-97be-34b94a68d65a	4045	chr2	4022	0.9898338705678156	3992	12	11	18	30	0	29827
84b8f72a-3b7d-4e1b-9992-10b9dabcf616	4016	chr2	4015	0.9826345819895808	3961	29	16	25	10	0	29827
6e6439c1-ca45-48e8-ad36-a0a06de5723f	4027	chr2	4007	0.9873134328358208	3969	13	13	25	32	0	29827
27682c9f-48ad-478f-94cc-806bf8ecd066	3976	chr2	4001	0.9860314292841108	3953	15	8	33	0	0	29827
d8c81ac5-fb5a-47d2-ac75-71ac23b48005	3985	chr2	3994	0.9852831129957595	3950	18	15	26	2	0	29827
7d4b8d51-9e80-43a9-af54-41155475ab1c	4196	chr2	4213	0.9775784753363229	4142	20	24	51	10	0	29590
030cec1b-3897-4495-8f11-13a0e77013a6	3720	chr2	3708	0.9879032258064516	3675	21	12	12	12	0	25487
38152602-9ed4-4c84-b45c-4fff2cfb3135	3531	chr2	3517	0.9770992366412213	3456	32	20	29	23	0	25246
9ff03f06-416c-4abf-a28a-c9b054da501f	2991	chr2	2977	0.9922870556673373	2959	10	5	8	17	0	22081
79669c26-914d-492a-abae-4c859594d8bb	3300	chr2	3263	0.983811850946854	3221	12	11	30	56	0	15570
5b8fca66-e393-4fbe-838a-6f688f7f9338	2635	chr2	2626	0.9871309613928841	2608	4	16	14	7	0	14359
84cb551b-1fa2-49e9-989f-ee37b7b98042	2859	chr2	2818	0.9799154334038055	2781	12	20	25	46	0	9568
b27f078b-afa0-44bf-b99d-be1ff470a36d	1678	chr2	1691	0.9864146485528648	1670	6	2	15	0	0	6101
8426e401-bc23-4318-b3b2-f297c3ee29c1	1605	chr2	1599	0.9844139650872819	1579	10	5	10	11	0	1834
15014f18-4669-453f-8309-717bbfe6b39d	1769	chr2	1759	0.9824759751271905	1738	5	10	16	16	0	1834
8111bd39-79eb-41e1-a54b-2aecf2683346	1640	chr2	1563	0.9676395939086294	1525	15	13	23	87	0	1031
f73e6c13-7b56-4121-a7cf-ac1ddebefcab	1770	chr2	1449	0.9883081155433288	1437	7	5	5	321	0	0
87218138-2f74-47b5-ac50-d7f59e45a0e9	1382	chr2	1394	0.9088997897687456	1297	49	33	48	3	0	0
e005d26f-fcc4-4787-9039-126c74d6d577	1301	chr2	1257	0.9857482185273159	1245	1	6	11	49	0	0
55244607-a9e0-4ffb-a054-a0e3100e6125	1161	chr2	1129	0.9902654867256637	1119	4	1	6	37	0	0
aa3e06ed-49c7-4475-a0a8-07b684e4e4ed	1085	chr2	1011	0.990108803165183	1001	5	0	5	79	0	0
90a2b155-34ab-4a4f-b583-5dbf96cc2722	475	chr2	422	0.9648711943793911	412	3	5	7	55	0	0
85e4da29-12e5-4115-9169-a4edaf3dc3f2	289	chr2	289	0.9793103448275862	284	2	1	3	2	0	0
4376d566-0209-4e55-95d9-5ddd95ffa0cd	1421	chr2	1405	0.9907670454545454	1395	7	3	3	16	0	0
f0d1468c-0814-4674-b148-c9321dc9b0a1	133	chr2	130	1.0	130	0	0	0	3	0	0
f807beef-8fa7-4a84-8b9f-14d848947381	334	chr2	286	0.9965034965034965	285	0	0	1	49	0	0
b8ef523e-a17e-402e-a568-56c6e1b44f0d	232	chr2	215	1.0	215	0	0	0	17	0	0
d9f088aa-374f-4a5e-a06c-f5bd9e93270c	193	chr2	169	0.9882352941176471	168	1	1	0	23	0	0
ba1b816e-00ce-485d-82f9-c759cf699d09	126	chr2	97	0.9797979797979798	97	0	2	0	27	0	0
bff3b300-f285-4a67-9dcd-c5cc5c7c3059	614	chr2	603	0.9933665008291874	599	2	0	2	13	0	0
73902c32-a47a-4e40-b041-1757e95ad8a3	323	chr2	266	0.9814126394052045	264	0	3	2	56	0	0
c914f2ae-ca4b-4851-802b-ca6197d1ee38	162	chr2	96	1.0	96	0	0	0	66	0	0
83176b55-6b45-42f7-9551-b4d375a3ab7a	1654	chr2	1059	0.9858889934148636	1048	5	4	6	597	0	0
d145984b-fe34-4581-8dca-f6c5ef5b9072	168	chr2	143	1.0	143	0	0	0	25	0	0
56ec3457-3674-434c-922d-5138f2927a26	631	chr2	619	0.9887820512820513	617	2	5	0	7	0	0
5677fbf5-b4f5-42e4-888c-a867b07e5e14	507	chr2	500	0.976	488	10	0	2	9	0	4072
eaf6a46b-c2e4-4c5d-bcf8-24c693ac68b2	664	chr2	664	0.9894736842105263	658	5	1	1	0	0	3909
bea8626a-1f0a-4feb-86b2-e5a3aec35fc8	674	chr2	662	0.98796992481203	657	1	3	4	13	0	3909
704d66f2-8ad1-4f17-8372-2d0a30862363	513	chr2	502	0.9920318725099602	498	0	0	4	15	0	4072
c6e913c1-bb1b-4401-9316-0fb4b2a6a6e3	676	chr2	658	0.9954407294832827	655	3	0	0	18	0	3913
7de6360e-7ae1-4bfb-9774-7411e7ccdc9e	1165	chr2	1085	0.9844036697247707	1073	9	5	3	78	0	29419
5936effc-48d5-4006-bd34-539e3fab4fbd	657	chr2	648	0.9938366718027735	645	3	1	0	8	0	3909
067a46f6-d973-4c45-9169-0748bd93f8c4	664	chr2	645	0.978328173374613	632	5	1	8	26	0	3909
76e5ba21-fa4f-4967-a3ca-3cd8d1162b50	634	chr2	635	0.9905511811023622	629	2	0	4	3	0	3909
6c2ac99b-de97-4ee9-b70b-7924ee5a765c	639	chr2	639	0.9736842105263158	629	3	7	7	0	0	3909
0f885b7d-9de3-42e9-a9ea-b337a45713d7	645	chr2	630	0.9715639810426541	615	6	3	9	21	0	3909
2ff8cabc-963a-4bc4-8558-5999552ab5eb	258	chr2	252	0.9723320158102767	246	3	1	3	8	0	4216
cbe0a96c-4985-4788-8257-6f2066be7085	521	chr2	486	0.939922480620155	485	1	30	0	5	0	3909
5d457976-5c0b-4677-bf38-7e9f779ec7c6	532	chr2	530	0.9981132075471698	529	1	0	0	2	0	3909
5324ee2f-cb92-412f-889d-34c8ebc1bb28	558	chr2	539	0.9760147601476015	529	4	3	6	22	0	3899
465ade9f-096b-4017-b141-c63e6d79ac96	584	chr2	503	0.9765166340508806	499	3	8	1	74	0	3934
b44a3ab4-1fbe-4349-8004-82f53982f30b	673	chr2	612	0.988562091503268	605	3	0	4	65	0	3824
e257d1e5-6277-4f8c-8c41-25661cafbcd2	532	chr2	520	0.9884615384615385	514	3	0	3	15	0	3909
99aa03f3-eb81-43ab-b0de-3cd1b523d522	531	chr2	527	0.9867674858223062	522	5	2	0	2	0	3909
cac4cb79-68bd-4c82-a89c-0922562201d9	549	chr2	527	0.9886148007590133	521	3	0	3	25	0	3909
48b36e95-3787-470d-a9e5-39bbbdb48584	522	chr2	525	0.9866666666666667	518	3	0	4	1	0	3909
607dc8c7-30cd-4fea-b317-8575c406cca6	235	chr2	219	0.9461883408071748	211	8	4	0	12	0	4216
942c49f9-7fa0-40c7-bff7-40f0d3f47058	525	chr2	526	0.9866920152091255	519	3	0	4	3	0	3909
0fe01832-b4a6-46f6-b693-e38ae65f82d0	538	chr2	527	0.9905123339658444	522	1	0	4	15	0	3909
54101407-6d35-4ced-966d-ebfe5d906dd1	536	chr2	525	0.9867424242424242	521	4	3	0	8	0	3909
0d24b2cd-c15c-47bb-acde-c1ce73521d4e	535	chr2	517	0.9922630560928434	513	4	0	0	18	0	3909
aa6292b0-6916-4464-8429-9cec4be8e3a6	522	chr2	522	0.982791586998088	514	5	1	3	2	0	3909
58528281-1ea7-4e8e-9fbd-b50ba33d937f	537	chr2	534	0.9869402985074627	529	2	2	3	4	0	3899
c1d154d7-1a76-40dc-be7e-51e57bc48367	529	chr2	521	0.9790076335877863	513	7	3	1	6	0	3909
7c956ff9-2007-41b5-a5bb-95deedf9188f	525	chr2	514	0.9922178988326849	510	1	0	3	14	0	3909
42de411e-8aaa-4f78-b4e1-4104793aad94	525	chr2	519	0.9807692307692307	510	5	1	4	9	0	3909
fde8b2b7-fcd9-4275-b2bd-b90b8cc83723	526	chr2	513	0.9883040935672515	507	3	0	3	16	0	3909
dbb8f234-f741-49cb-a9dc-e6d6b42c7c7f	505	chr2	518	0.9291187739463601	485	9	4	24	7	0	3909
d6b3dddd-f1d9-4573-b04c-0902cde60fda	517	chr2	502	0.9762845849802372	494	6	4	2	13	0	3909
3821d1e3-4f5e-49ef-a5d1-190c293c9070	527	chr2	518	0.9980694980694981	517	1	0	0	9	0	3909
99fa3e74-d170-4df8-8323-9a90c4c27a64	509	chr2	473	0.9119373776908023	466	4	38	3	1	0	3913
d0c67451-b372-4b51-9f1f-87aa901a7c3a	524	chr2	518	0.9730769230769231	506	3	2	9	13	0	3909
61710394-540c-41c3-9beb-c0268a772939	524	chr2	517	0.9864603481624759	510	2	0	5	12	0	3909
14cc13ed-741a-476d-a1ae-5ae4dcfb6493	529	chr2	518	0.9922928709055877	515	3	1	0	10	0	3909
87454490-a8ae-467d-9615-adab8ac15b78	550	chr2	501	0.8894927536231884	491	4	51	6	4	0	3909
b2bf710d-8647-4ec4-992a-480caa46ffb9	541	chr2	482	0.9073724007561437	480	1	47	1	13	0	3909
0954e936-e13d-45c5-b2cd-2644e69d7994	553	chr2	505	0.9803921568627451	500	4	5	1	44	0	3909
6d3d9460-f0e4-4fee-8094-2fa0435eb069	528	chr2	513	0.9980506822612085	512	1	0	0	15	0	3909
9ff26086-362a-499c-8305-e72aa2ef733b	568	chr2	497	0.9879759519038076	493	4	2	0	69	0	3909
d44f3bbe-af20-4d58-97fd-af57f160b62a	516	chr2	512	0.9922178988326849	510	1	2	1	3	0	3909
e5bc68ba-181b-4f57-92f3-36722cacf2dd	530	chr2	472	0.9005736137667304	471	0	51	1	8	0	3909
a539c40a-382c-40ce-95cb-690d7f429ebb	515	chr2	505	0.9545454545454546	483	3	1	19	28	0	3909
1f5bfa71-9838-44fe-b1b6-088e0c6a76dd	515	chr2	512	0.9766081871345029	501	5	1	6	8	0	3909
9d35a7be-9a74-43be-b177-fa741da8a9ad	519	chr2	511	0.9960861056751468	509	2	0	0	8	0	3909
88aefcce-26de-4d0c-b895-09109d08e4eb	500	chr2	503	0.9880715705765407	497	2	0	4	1	0	3909
83bbf1f1-33f8-4dfb-8d82-004e65020d44	509	chr2	511	0.9804305283757339	501	7	0	3	1	0	3909
e8da40b5-7eed-488b-8282-eaf60e0b6d93	524	chr2	473	0.9831578947368421	467	6	2	0	49	0	3909
4576b1d4-3416-43ed-997b-789c0c6d87d2	563	chr2	509	0.986328125	505	3	3	1	52	0	3909
1c6de758-3c68-45f8-8b52-214bb1531db5	514	chr2	513	0.9961013645224172	511	2	0	0	1	0	3899
478013fd-71ba-49b9-b447-9d890d43a4dc	521	chr2	511	0.963531669865643	502	9	10	0	0	0	3909
9940e58f-db3d-40a2-9823-aec04ba096aa	517	chr2	511	0.9766990291262136	503	1	4	7	9	0	3909
c7882fb5-904b-45b3-8291-3f4e4f9361dc	505	chr2	503	0.9940476190476191	501	2	1	0	1	0	3909
4ae6b278-2bbb-4cc9-9f85-7ed55fcb7c2f	513	chr2	512	0.9941520467836257	510	2	1	0	0	0	3899
e05ed5e1-2c55-4af3-8d98-fe5d28b0b992	548	chr2	494	0.8656716417910447	464	12	42	18	30	0	3909
2dc53198-8ead-4200-8e1c-e631e1e5536e	525	chr2	516	0.9733333333333334	511	0	9	5	5	0	3909
196c7502-a82d-41ce-98bc-d856091cc2da	512	chr2	503	0.9841897233201581	498	3	3	2	8	0	3909
6c59282e-d734-403e-a64e-5bc3166f4869	509	chr2	508	0.9921414538310412	505	3	1	0	0	0	3909
6fe12649-ce70-46dd-b3c4-a134bf9f101e	518	chr2	502	0.9920477137176938	499	1	1	2	17	0	3909
fdc42f65-0df9-419b-b88e-aa0199e34379	516	chr2	512	0.9766081871345029	501	8	1	3	6	0	3909
e5e00d12-b97d-4cf9-ac10-e2832a007aae	499	chr2	508	0.9783464566929134	497	2	0	9	0	0	3909
cf0a2332-7ae7-4e86-915e-b59d9bedd901	498	chr2	499	0.982	491	5	1	3	1	0	3909
d82152a2-0e5a-4d18-aa71-582757e27b98	515	chr2	508	0.9901960784313726	505	2	2	1	6	0	3909
4eb02cbe-7db4-4402-a90f-d1bd8c83f1a1	522	chr2	478	0.9241245136186771	475	3	36	0	8	0	3909
be1d98c0-5407-4ea9-9587-0cd23633e611	546	chr2	500	0.9741035856573705	489	5	2	6	50	0	3909
024fb0cb-a542-4a2d-a30b-08ee0dc0c59b	638	chr2	585	0.9914821124361158	582	1	2	2	53	0	3824
affee7c7-755d-4038-88a4-f6eb24340978	502	chr2	500	0.982	491	4	0	5	7	0	3909
86e4b548-7ee8-402a-a20e-2d47ab6b25ff	488	chr2	467	0.9978586723768736	466	1	0	0	21	0	3909
e5a29ff6-c8a6-42e5-a974-ea85dbb251a1	566	chr2	476	0.8425760286225402	471	5	83	0	7	0	3909
1ea46c2e-61b9-4763-947a-953713cbcf99	665	chr2	477	0.7581168831168831	467	7	139	3	52	0	3936
a437fb1a-b296-40bc-81ce-03ca5e15eb1b	510	chr2	497	0.96	480	6	3	11	21	0	3909
f8b92397-b787-4c54-9ea5-1aaad4efa2c0	531	chr2	502	0.9920318725099602	498	4	0	0	29	0	3909
7c61c048-53a0-4234-a86f-42516a96c880	493	chr2	471	0.9957537154989384	469	2	0	0	22	0	3909
4f1dd3c4-eb1a-41db-8022-a33beedf5b5f	507	chr2	458	0.8992094861660079	455	2	48	1	2	0	3909
63baa719-487e-4659-a68c-d4c044b5a491	589	chr2	533	0.9850187265917603	526	6	1	1	56	0	3640
5397a847-48ae-4e0c-acfd-ec153f6d3083	488	chr2	476	0.9708939708939709	467	6	5	3	10	0	2585
044d5ec3-5c65-4f02-87c6-f810bd92b328	492	chr2	474	0.9853249475890985	470	4	3	0	15	0	2585
b837cb77-afb9-42a1-85f7-62cf03d575c5	476	chr2	474	0.9641350210970464	457	2	0	15	17	0	2585
528202f8-9171-447a-9dbc-e0cdf65a2df5	494	chr2	475	0.9852631578947368	468	5	0	2	21	0	2585
c55c656d-a7f3-4935-a662-e00edb4e17f6	500	chr2	482	0.989648033126294	478	3	1	1	18	0	2585
bba1c8a6-550a-4dca-9460-fe75b4373730	501	chr2	481	0.9691991786447639	472	8	6	1	15	0	2585
5ddded9c-7d31-4d05-8277-32b1b3aef853	476	chr2	474	0.9726315789473684	462	5	1	7	8	0	2591
db4dd17e-26cd-43d0-86f4-01721a9fd123	500	chr2	475	0.9957894736842106	473	2	0	0	25	0	2585
8f7d610f-833a-40a6-8ba9-83352c70980a	487	chr2	474	0.9957805907172996	472	0	0	2	15	0	2585
dc599884-ce29-4b20-b0c9-c84b52c5d07f	518	chr2	459	0.9568965517241379	444	8	5	7	61	0	2601
38294989-e25f-4474-9e3f-d52fa949e1bc	499	chr2	482	0.979253112033195	472	6	0	4	21	0	2585
b994ed18-2aad-47fe-8e8b-90e8f0bcd208	515	chr2	480	0.9916839916839917	477	3	1	0	34	0	2585
34f2a87b-64a9-47ad-9806-95db8934bb4d	513	chr2	483	0.9855371900826446	477	6	1	0	29	0	2585
2071d98b-7de6-4107-9223-116809848f8e	507	chr2	481	0.9772727272727273	473	8	3	0	23	0	2585
73abc5bf-be0f-4658-a8e1-97a7f72d1501	495	chr2	452	0.9240246406570842	450	1	35	1	9	0	2585
cddf9d6f-daab-4526-86c1-f51ac1675912	496	chr2	474	0.9666666666666667	464	6	6	4	20	0	2585
7d239e95-bc35-45ae-b9be-53326b1d4148	530	chr2	482	0.9896265560165975	477	5	0	0	48	0	2585
f914985d-db2d-4c54-8c4a-51c8152d148b	513	chr2	483	0.9917525773195877	481	2	2	0	28	0	2585
94bbbfad-86b1-465b-9499-e9ed74fbc98d	501	chr2	482	0.9752066115702479	472	2	2	8	25	0	2585
b4d1f82d-5670-4416-961b-d895029939c6	504	chr2	482	0.9876288659793815	479	3	3	0	19	0	2585
56b1cca4-859c-4de0-8651-62a185646ed5	492	chr2	478	0.9937238493723849	475	3	0	0	14	0	2585
def0c793-6b62-47dc-aab2-26e8525b1c40	430	chr2	269	0.5944700460829493	258	3	165	8	4	0	2724
411e3433-1a65-4c05-8946-d4ab0a0fcf96	446	chr2	423	0.9905437352245863	419	4	0	0	23	0	2585
a311cc2e-b90a-4334-b21b-c024aeebd186	379	chr2	374	0.9893048128342246	370	4	0	0	5	0	2585
488d1850-08ab-4c01-a8fb-607652a53085	364	chr2	358	0.9723756906077348	352	2	4	4	6	0	2585
949cd8ba-0d98-4bc8-b1c9-62ee909445f3	321	chr2	321	0.9937694704049844	319	2	0	0	0	0	2500
8181a88f-ef2a-4776-a633-f1876a4fa77d	323	chr2	322	0.9968944099378882	321	1	0	0	1	0	2500
6daf8cd1-116d-4fa8-9fb8-1826b91c6288	329	chr2	314	0.9809523809523809	309	4	1	1	15	0	2500
3fb4468f-281a-4a47-a690-f27ecb73949c	270	chr2	271	0.985239852398524	267	2	0	2	1	0	2500
e25c5a6e-9142-4a69-a579-42d678cccbe1	213	chr2	209	0.9904306220095693	207	2	0	0	4	0	2500
8cc39250-611b-4db0-927d-4fad756227b3	151	chr2	147	0.9727891156462585	143	2	0	2	6	0	0
4229dd3d-2765-4fc0-a561-906567356168	185	chr2	182	0.9405405405405406	174	6	3	2	2	0	0
d459dece-31de-4154-8c2f-b1bdc6624123	194	chr2	93	0.9574468085106383	90	3	1	0	100	0	0
8d69a672-7852-4763-980c-2b0c516c7f2d	145	chr2	138	0.9855072463768116	136	2	0	0	7	0	0
8c23e67b-cf86-4e67-b4b8-65b43a4fbc2c	141	chr2	138	0.9855072463768116	136	2	0	0	3	0	0
bf5ecbd2-deed-4404-8014-e398e3df6617	131	chr2	130	0.9769230769230769	127	3	0	0	1	0	0
e7497bb5-4ade-4af4-9044-a4c90114d575	98	chr2	97	0.979381443298969	95	2	0	0	1	0	0
95f03ea6-9a72-4d4e-8d1e-36f42b754aca	198	chr2	165	0.9520958083832335	159	5	2	1	32	0	0
90ce32ae-ff10-49b6-a0f6-a5f3208601ee	141	chr2	138	0.9855072463768116	136	2	0	0	3	0	0
5b4bec80-7324-49fe-af0c-1ed54bd5ddb4	110	chr2	107	0.9813084112149533	105	2	0	0	3	0	0
b16f0702-c21a-47cf-9424-3ec051cd6951	175	chr2	156	0.9871794871794872	154	2	0	0	19	0	0
12f1163f-a1d6-463c-a7e8-1d6d0a252ced	208	chr2	160	0.98125	157	2	0	1	49	0	0
e721193b-0e64-4a8b-a222-41a4cc1ff5fd	182	chr2	139	0.9047619047619048	133	6	8	0	35	0	0
800de1f1-7df0-43af-a2cf-8520306419fc	152	chr2	150	0.9866666666666667	148	2	0	0	2	0	0
df8d5b34-c45a-40b3-819d-293acffe2601	140	chr2	137	0.9854014598540146	135	2	0	0	3	0	0
941046a0-2ad3-4e2b-8e2d-aa8022709511	163	chr2	158	0.9493670886075949	150	8	0	0	5	0	0
20e69c28-48a0-4514-b09b-b1e3ee08cb42	531	chr2	450	0.7283950617283951	354	49	36	47	92	0	0
185e9ffc-4b8f-434c-adf4-d899651d336e	561	chr2	553	0.9765765765765766	542	7	2	4	10	0	106
f5a1a3a4-71c3-422a-8ed1-d676f5ce7233	3240	chr2	3267	0.9619482496194824	3160	30	18	77	32	0	14684
6b101295-0270-45af-abba-65a72736aaec	3157	chr2	3297	0.9028400597907325	3020	86	48	191	3	0	14612
4c9ba53e-d56f-42d8-8b6c-9d5ab45c4f63	3310	chr2	3308	0.9780780780780781	3257	29	22	22	2	0	14590
74e98e60-8864-46d3-a947-d0aa2d7e36e5	3293	chr2	3286	0.9948343968398663	3274	5	5	7	9	0	14590
546dd708-4971-45ca-adf1-b070e1f70beb	3233	chr2	3290	0.9470198675496688	3146	51	32	93	4	0	14588
c78e1f39-e0fa-45c9-9eef-3b9b33019197	3289	chr2	3281	0.9857618903362617	3254	15	20	12	0	0	14590
d40b7f13-de27-42d9-9628-bc6962c363b1	3372	chr2	3340	0.9853687667960586	3300	14	9	26	49	0	14536
484d0ac6-53ad-4418-9d7b-708fea476085	3361	chr2	3286	0.9863553668890237	3253	15	12	18	81	0	14590
655cd95d-6b1d-43f7-8bcc-a8da932a1583	3271	chr2	3281	0.9872223912382111	3245	18	6	18	2	0	14590
0bdc3e11-e41d-426c-bcd3-8009a5d3f488	3260	chr2	3286	0.98421372191864	3242	10	8	34	0	0	14590
a198314c-312b-4ea9-a9a5-87acd68877a2	3282	chr2	3280	0.9893584676193372	3254	19	9	7	0	0	14590
43a48014-f368-4c7b-8806-8d6bdfef7a05	3267	chr2	3283	0.9724242424242424	3209	40	17	34	1	0	14590
d2bac58e-63bc-4e02-9408-f3e93fc3c70e	3304	chr2	3282	0.9748484848484849	3217	27	18	38	42	0	14590
193d3c57-73cb-43a8-bfa9-24669625770e	3459	chr2	2900	0.6459644322845417	2361	259	755	280	84	0	14949
11fcb010-1c81-4a8a-ae18-399e659fcaaa	2937	chr2	2933	0.9847094801223242	2898	21	10	14	8	0	14157
88e16e30-44ba-4d81-89aa-b40684c4b040	2966	chr2	2897	0.9804593760713062	2860	17	20	20	69	0	14157
7336d72e-e68c-4a24-8245-c7d77312c6b3	2725	chr2	2729	0.9850583090379009	2703	7	15	19	0	0	14157
99162ae5-96b4-4f07-8378-b5ceb049c823	2498	chr2	2502	0.9936102236421726	2488	3	2	11	5	0	13996
81020ba6-9c56-41b1-b382-a0e19a6dbee6	2273	chr2	2255	0.9924745462594068	2242	5	4	8	22	0	8788
c1fb0328-a18a-4572-99f7-ed74528ff027	5988	chr2	5943	0.9899193548387096	5892	20	9	31	67	0	2830
70f97145-b203-400a-999d-005230faa3df	3184	chr2	3143	0.9819791337337971	3106	11	20	26	47	0	4522
1e668d32-8849-4007-b8d4-70ddad31a15b	2328	chr2	2263	0.9890061565523307	2249	7	11	7	61	0	4522
5d64f3d4-bf0e-4ea5-b765-b97ff63332f8	2085	chr2	2087	0.9880382775119617	2065	8	3	14	9	0	4522
2548080e-204e-4258-891b-697f885f0747	2190	chr2	2156	0.9810710987996306	2125	11	10	20	44	0	2939
17d77a19-a76c-4539-911e-85727075c700	1946	chr2	1955	0.9365239294710328	1859	48	30	48	9	0	2939
fe18da69-69f6-49e1-a61b-46ea29c24def	1856	chr2	1808	0.9933701657458563	1798	8	2	2	48	0	2939
43c1b8b7-b6c3-47f1-8dd4-0e53f22032af	1746	chr2	1701	0.983635300993571	1683	6	10	12	47	0	2830
ac7a14ce-e82a-48d9-9951-22bb7afa3a64	1615	chr2	1626	0.9803439803439803	1596	13	2	17	4	0	2830
9a7fecbb-c2f3-4870-be96-e4ac7b5f29f0	1578	chr2	1535	0.9844357976653697	1518	9	7	8	44	0	2830
7fa57be1-efbf-4eba-a6c9-7ad9049492bc	1401	chr2	1423	0.9368055555555556	1349	28	17	46	7	0	2830
970b4f15-a4fd-438b-9c20-e8a108b8ccc4	1285	chr2	1271	0.9921630094043887	1266	3	5	2	11	0	2830
18be7f44-a39c-476b-ad9c-3210a949f695	1289	chr2	1235	0.9919093851132686	1226	2	1	7	60	0	2206
6e6d4ed4-9f5d-46be-88ae-28e9f7488d58	1030	chr2	1055	0.9520225776105362	1012	7	8	36	3	0	2206
f319500a-b9f3-4c6f-a8be-5d6532f8a1b7	1020	chr2	1023	0.9834630350194552	1011	4	5	8	0	0	1637
